name,brand,cuisine,lat,lon,state,source
Kyo-to,,,-33.885293,151.202105,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Shanghai dumpling bar,,,-33.885075,151.202058,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Hong Kong Diner,,,-33.88496,151.202034,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Koa Kitchen,,,-33.885033,151.201928,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Green Dream,,salad,-33.889312,151.275806,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-33.885373,151.207226,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-33.865662,151.206198,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Camy's Chargrill Chicken,,chicken,-33.883842,151.209526,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Ogalo Newtown,,burger;portuguese,-33.894814,151.181956,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Clem's,,,-33.89506,151.182105,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.813311,151.170158,New South Wales,OpenStreetMap amenity=fast_food via Overpass
,,chicken,-32.833012,151.354462,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.425299,151.343519,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-33.425376,151.343953,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Downtown Bowls & Rolls,,,-33.864644,151.202806,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Banh Meats & Co,,vietnamese,-33.864594,151.202627,New South Wales,OpenStreetMap amenity=fast_food via Overpass
North Sandwich,,sandwich,-33.865071,151.201494,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Berowra Takeaway,,burger;sandwich;fish_and_chips;milkshake;chicken,-33.622791,151.152545,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Dhillons,,indian,-33.731604,151.005252,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Fish 'n' Chix,,fish_and_chips,-33.731624,151.005374,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Mexican Crepe & Potato,,mexican,-33.731522,151.005515,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Zozan Kebabs & Pde,,kebab,-33.731554,151.005482,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Lok Lok Dumpling Bar,,asian,-33.731589,151.005446,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Guzman y Gomez,Guzman y Gomez,mexican,-33.732086,151.004731,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Sumo Salad,Sumo Salad,salad,-33.731421,151.005473,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Hokka Hokka,,asian,-33.731486,151.005595,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Prime Taste,,sandwich,-33.731469,151.005565,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Sushiya,,sushi,-33.731412,151.005564,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Pizza Cutters,,pizza,-33.730542,151.016573,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Roll'd,Roll'd,vietnamese,-33.822533,151.194474,New South Wales,OpenStreetMap amenity=fast_food via Overpass
The Fishbox & Co,,,-33.982361,151.11782,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Dr Krunch,,,-33.913511,151.239826,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Grill'd,Grill'd,burger,-33.307898,151.412506,New South Wales,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-33.309022,151.412005,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-33.308923,151.411772,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Grill'd,Grill'd,burger,-33.825896,151.201057,New South Wales,OpenStreetMap amenity=fast_food via Overpass
JJ's chicks & burgers,,burger;chicken,-33.918823,151.257621,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.918816,151.257564,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Jack's Birds,,chicken,-33.920699,151.256543,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Erciyes,,turkish;burger;kebab,-33.92067,151.256361,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Melonhead,,juice,-33.920652,151.256174,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-33.92033,151.254051,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Zambrero,Zambrero,mexican,-33.920792,151.255711,New South Wales,OpenStreetMap amenity=fast_food via Overpass
A Fish Called Coogee,,seafood,-33.920783,151.255653,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Coogee Fish Shop,,seafood,-33.920632,151.254585,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Olympia Quality Seafood,,fish_and_chips;seafood,-33.72972,151.161825,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.341612,151.498183,New South Wales,OpenStreetMap amenity=fast_food via Overpass
,,,-33.104808,151.644773,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-33.873854,151.273146,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Belles Hot Chicken,,chicken,-33.865399,151.201393,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-33.914914,151.24044,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Roti Pies,,,-33.708304,151.296134,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.91884,151.226145,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-32.282998,150.896375,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-33.426564,151.321142,New South Wales,OpenStreetMap amenity=fast_food via Overpass
The Generals,,,-33.416357,151.325223,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.867461,151.202052,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-33.808131,151.014563,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Oporto,Oporto,burger;chicken,-33.872138,151.207455,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Destination Roll,,vietnamese,-33.866252,151.20835,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Minami,,japanese,-33.867322,151.210843,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Fire & Food,,burger,-33.867331,151.210898,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-33.384959,151.367421,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.30713,151.419544,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Grays Point Takeaway,,,-34.058649,151.081204,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Yalla Acai!,,pancake;juice;dessert,-33.809991,151.030012,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Mr Mekong,,asian,-33.863826,151.203461,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Masaki,,sushi,-33.863771,151.203457,New South Wales,OpenStreetMap amenity=fast_food via Overpass
KungFu Noodle & Sushi,,asian,-32.922988,151.713522,New South Wales,OpenStreetMap amenity=fast_food via Overpass
MêKông,,vietnamese,-33.678029,151.303279,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Indian takeaway,,indian,-33.677991,151.303114,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-33.677792,151.302796,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-33.75545,151.283563,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Manly Ocean Foods,,fish_and_chips,-33.797395,151.287934,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Kebab,,kebab,-33.677838,151.302875,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Kings Chicken,,,-33.410637,151.347501,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.809012,151.184724,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Schnitz,Schnitz,chicken,-33.88352,151.193831,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Oporto,Oporto,burger;chicken,-33.361449,151.443956,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-33.89125,151.248373,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Zambrero,Zambrero,mexican,-32.829507,151.355511,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.751128,151.244322,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Ogalo,,chicken;burger,-33.751119,151.244142,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-33.892726,151.249948,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.954835,151.13746,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.408513,151.349912,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Baba's Kebabs,,kebab,-33.9132,151.224478,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Oporto,Oporto,burger;chicken,-33.861832,151.210023,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Gozleme King,,,-33.861939,151.209958,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Top Juice,,juice,-33.862006,151.209904,New South Wales,OpenStreetMap amenity=fast_food via Overpass
,,fish_and_chips,-34.031771,151.058479,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Sutherland Kebab House,,kebab,-34.031761,151.058413,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-33.768527,150.906999,New South Wales,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-33.892591,151.248323,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Five Star,,chinese,-33.892045,151.248267,New South Wales,OpenStreetMap amenity=fast_food via Overpass
The Reef Food Bar,,,-33.738965,151.302876,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Walker's Donuts,,,-33.872494,151.207339,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Broaster Chicken,,chicken,-33.871424,151.094843,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Chilli Club,,,-33.712517,151.297466,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Chicken Bitez,,,-33.712469,151.297505,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-33.712895,151.2981,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Maison Roll,,vietnamese,-33.920188,151.226786,New South Wales,OpenStreetMap amenity=fast_food via Overpass
JAY-C Takeaway Cafe,,burger,-33.267678,151.435422,New South Wales,OpenStreetMap amenity=fast_food via Overpass
BKK International Fast Food Centre,,asian,-33.894492,150.936695,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Macfisheries,,,-33.677602,151.30315,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.677932,151.303014,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Asian Food Court,,,-33.877705,151.203554,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Exquisite Thai,,thai,-33.732352,151.301115,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Aom Jai,,thai,-33.754373,151.284815,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Jade Chopsticks,,chinese,-33.754577,151.284812,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Sushi Train Dee Why,,sushi,-33.753785,151.285344,New South Wales,OpenStreetMap amenity=fast_food via Overpass
The Nepalese Joint,,nepalese,-33.754564,151.284715,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Sri's Indian Eatery,,indian,-33.719885,151.297816,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.817309,151.003066,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-33.81711,151.003288,New South Wales,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-33.817197,151.003176,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.81498,151.008858,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Chicken Wizard,,burger;chicken,-33.95663,151.00326,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-33.874192,151.104676,New South Wales,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-33.874184,151.104839,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Oporto,Oporto,burger;chicken,-33.874265,151.104905,New South Wales,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-33.950856,151.016998,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Timmy's Kitchen Takeaway,,,-33.761782,151.2799,New South Wales,OpenStreetMap amenity=fast_food via Overpass
the zen,,sushi,-33.731835,151.300793,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-33.807343,150.970161,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.807485,150.970804,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Kebabalicious,,,-33.807564,150.971251,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Korean Street Food,,,-33.872323,151.094441,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Indian Gourmet,,indian,-33.793031,151.195624,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Sushi & Salad,,sushi,-33.731734,151.300811,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Oporto,Oporto,burger;chicken,-33.752541,151.287206,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Joe Jnr,,burger,-34.032987,151.073049,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Thai Street Food,,,-33.878903,151.207052,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Say yes,,thai,-33.755165,151.275125,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Lemon Thai,,thai,-33.7539,151.285207,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Mayview,,chinese,-33.755229,151.275441,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Narrabeen a Pizza Pie & Kebabs,,kebab;pizza,-33.755219,151.27536,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Guzman y Gomez,Guzman y Gomez,mexican,-33.752976,151.287234,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Big Bertha's Takeaway,,burger;kebab;seafood,-32.80092,151.657964,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Pizza HQ,,pizza,-32.801234,151.657913,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Little Caesars,Little Caesars,pizza,-33.880862,151.208924,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Aussie Bob's Fish & Chips,,fish_and_chips,-32.720629,152.175935,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Richmond Vale Railway Canteen,,,-32.856713,151.476845,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-32.71578,151.527187,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-32.716428,151.52833,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Fishbowl,,asian,-33.75293,151.287137,New South Wales,OpenStreetMap amenity=fast_food via Overpass
The Buffalo OZ Grill,,burger,-33.82426,151.24149,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Sunset Diner,,burger;hot_dog,-33.636668,151.328865,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Burgers on Parade,,burger,-33.63663,151.329412,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-33.731065,151.00694,New South Wales,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-33.730901,151.006699,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.877475,151.102383,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Calamari King,,fish_and_chips,-33.772243,151.279415,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-32.927062,151.774265,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Donut King,Donut King,donut;coffee_shop,-33.37359,151.473107,New South Wales,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-33.374525,151.472847,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Tin Tin Eatery,,asian,-32.719602,152.143997,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-33.92636,151.058535,New South Wales,OpenStreetMap amenity=fast_food via Overpass
LJ's Cafe,,,-32.777851,152.085391,New South Wales,OpenStreetMap amenity=fast_food via Overpass
The easy eatery,,sandwich,-32.727493,152.079327,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Hero Sushi,,sushi,-33.753327,151.287295,New South Wales,OpenStreetMap amenity=fast_food via Overpass
P'Nut Street Noodles,,noodle,-33.753366,151.287292,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Grill'd,Grill'd,burger,-33.753397,151.287453,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Oliver's Real Food,Oliver's Real Food,,-33.254106,151.405439,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Red Rooster,Red Rooster,chicken,-32.792521,151.63601,New South Wales,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-32.923747,151.730981,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Sushi 4 U,,sushi,-33.967213,151.102458,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-33.967649,151.102563,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Kebab Style,,kebab,-33.967449,151.102778,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Yum Yum Kebabs,,kebab,-33.834252,151.055988,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.83394,151.05647,New South Wales,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-33.807102,151.069775,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Saikyo,,sushi,-33.795195,151.1882,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Elanora Chicken and salads,,chicken,-33.695511,151.279816,New South Wales,OpenStreetMap amenity=fast_food via Overpass
JCs Pizza,,,-33.695785,151.279732,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Palm Beach Fish & Chips,,fish_and_chips,-33.597232,151.320327,New South Wales,OpenStreetMap amenity=fast_food via Overpass
El Jannah,,,-33.924453,151.055613,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Time 4 Thai,,thai,-33.730848,151.292226,New South Wales,OpenStreetMap amenity=fast_food via Overpass
,,pizza,-33.730757,151.292459,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Heathcote Fish and Chips,,seafood,-34.087501,151.007578,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-32.272005,150.89,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-33.676614,151.112074,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Red Rooster,Red Rooster,chicken,-33.76674,150.95466,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Hungry Jack's,Hungry Jack's,burger,-33.737315,150.853112,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.735693,150.851188,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Red Rooster,Red Rooster,chicken,-33.736068,150.851699,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Oporto,Oporto,burger;chicken,-33.918194,150.853973,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Guzman y Gomez,Guzman y Gomez,mexican,-33.918577,150.853762,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-34.053955,150.820833,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Antonio's Pizzeria,,,-34.022857,151.108808,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Grill'd,Grill'd,burger,-33.885871,151.157483,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-34.032109,150.816184,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Newton Takeaway,,fish_and_chips,-32.801456,151.65816,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Usha's Kitchen Takeaway,,pizza;curry;kebab,-32.800914,151.657666,New South Wales,OpenStreetMap amenity=fast_food via Overpass
,,kebab,-32.921849,151.747631,New South Wales,OpenStreetMap amenity=fast_food via Overpass
The Avenue,,fish_and_chips,-32.931698,151.753492,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Grill'd,Grill'd,burger,-32.938533,151.76077,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-32.937917,151.759798,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Dhamaka,,,-33.873609,151.093658,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Metro One,,turkish;pizza;kebab,-33.887819,151.123356,New South Wales,OpenStreetMap amenity=fast_food via Overpass
The Sea Shanty,,fish_and_chips,-32.716043,151.526435,New South Wales,OpenStreetMap amenity=fast_food via Overpass
The Zest's Garden,,thai,-33.702487,151.29557,New South Wales,OpenStreetMap amenity=fast_food via Overpass
bananablossom,,salad;asian,-33.676539,151.302339,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Mona Vale Seafood,,seafood,-33.67799,151.303213,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Sushi house,,sushi,-33.676132,151.302651,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-33.107436,151.48835,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Narrabeen sandwich delight,,sandwich,-33.702578,151.295343,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Kebabs on Cleveland,,lebanese,-33.889577,151.206278,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Oliver's,,,-32.846642,151.69325,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Chips & More,,burger;chips,-32.715752,151.52755,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Noodle Box,Noodle Box,noodle,-32.715516,151.527994,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Addil Indian & Kebab,,kebab,-32.715792,151.526861,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Donut King,Donut King,donut;coffee_shop,-32.733204,151.55625,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Just Fry,,chicken,-32.732855,151.556327,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Guzman y Gomez,Guzman y Gomez,mexican,-33.438925,151.383193,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.814938,151.006278,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Guzman y Gomez,Guzman y Gomez,mexican,-33.814469,151.168936,New South Wales,OpenStreetMap amenity=fast_food via Overpass
AGA Mediteranian Cuisine,,kebab;pizza;pide,-33.762105,151.214283,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Base 'N' Burger,,pizza;burger,-33.762221,151.214241,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Glenayr on Blair,,sandwich,-33.885225,151.273992,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Zambrero,Zambrero,mexican,-33.901489,151.209615,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-33.906042,151.203355,New South Wales,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-33.905717,151.203581,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Oporto,Oporto,burger;chicken,-33.897605,151.213289,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Donburo,,asian;japanese,-33.897368,151.213263,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Pizza:deli,,pizza,-33.902563,151.203423,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Just Fry Waterloo,,chicken,-33.903255,151.209654,New South Wales,OpenStreetMap amenity=fast_food via Overpass
The Moo Zetland,,bubble_tea,-33.903295,151.209634,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-33.903853,151.212346,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Domino's,Domino's,pizza,-33.344596,151.496302,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Barrington Bar & Grill,,barbecue,-32.283282,151.850871,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Rainbow Sushi,,sushi,-33.676281,151.303252,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Tom & Pam's Takeaway,,fish_and_chips;burger;chicken,-33.253887,151.492625,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Chubby Fish,,,-33.765596,151.25049,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Allambie Pies,,,-33.765611,151.250568,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Wicked Chicken,,chicken,-33.76553,151.250132,New South Wales,OpenStreetMap amenity=fast_food via Overpass
The Allambie Pizza Shop,,pizza,-33.765585,151.250435,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Cha Rice Noodlebar,,,-33.655711,151.319137,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Kanwal Pizza & Pasta,,pizza;pasta,-33.254046,151.49295,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Wyongah Takeout,,fish_and_chips;burger,-33.275006,151.490704,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Tuggerawong Chinese Takeaway,,chinese,-33.280688,151.480487,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Henny Penny,,chicken,-32.902519,151.671482,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Taco Bell,Taco Bell,tex-mex,-32.902772,151.690317,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Subway,Subway,sandwich,-33.748779,150.879629,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Kebab Door,,kebab,-32.903172,151.69058,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Roll'd,Roll'd,vietnamese,-33.797026,151.184215,New South Wales,OpenStreetMap amenity=fast_food via Overpass
KFC,KFC,chicken,-33.797048,151.184286,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Betty's Burgers,Betty's Burgers,burger,-33.796905,151.183454,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Sushi Olive,,sushi,-33.676665,151.303539,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Sandoitchi,,sandwich,-33.79374,151.186475,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Harvey's Hot Sandwiches,,sandwich,-33.816765,151.004999,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Betty's Burgers & Concrete Co.,,burger,-33.816845,151.005109,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Land Thai Cuisine,,thai,-33.660359,151.309523,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Guzman y Gomez,Guzman y Gomez,mexican,-33.750247,151.223793,New South Wales,OpenStreetMap amenity=fast_food via Overpass
McDonald's,McDonald's,burger,-33.766381,150.819291,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Oporto,Oporto,burger;chicken,-33.766342,150.819383,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Slashed Burgers,,,-33.754272,151.296256,New South Wales,OpenStreetMap amenity=fast_food via Overpass
Max Acai,,,-33.814251,151.16938,New South Wales,OpenStreetMap amenity=fast_food via Overpass
The Exchange Food Hall,,,-33.877841,151.202162,New South Wales,OpenStreetMap amenity=fast_food via Overpass
